FIN_REFERENCE,SAMMAAN,V_SCORE,CREATED_DATE,LOGIN_DATE,LOAN_REQ_AMT,ROI,LOAN_SANC_DT,SANC_AMT,TENURE,GRUH
M0247246TU,1,-1.00000,2022-11-04,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,204,0
HLSA0000BA2B,0,1.00000,2023-01-12,2023-01-14T02:22:33Z,3500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0002B5BCTU,1,-1.00000,2023-02-27,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,12,0
HLSA000327D1,0,-1.00000,2023-02-28,2023-03-04T22:42:23Z,1200000,12,2050-01-01T00:00:00Z,0,0,0
M0235688,1,9.00000,2022-10-13,2022-10-13T16:44:13Z,1100000,11,2050-01-01T00:00:00Z,0,0,0
M0235214,1,19.00000,2022-10-13,2022-10-13T17:40:47Z,1600000,10.5,2022-10-13T00:00:00Z,1448430,142,0
HLSA0002E9E2,0,4.50000,2023-02-20,2023-02-20T23:37:17Z,1900000,9.75,2023-02-22T00:00:00Z,1040000,240,1
HLSA0004956B,0,-1.00000,2023-05-20,2023-05-20T17:19:57Z,1600000,11.5,2023-05-23T00:00:00Z,1360000,240,0
HLSA00026777,0,1.00000,2023-02-06,2023-02-08T12:50:04Z,5000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00008935TU,1,-1.00000,2022-12-19,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,120,0
HLSA0001BD6F,0,4.30000,2023-01-30,2023-01-30T19:34:04Z,4700000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003E740,1,14.00000,2023-04-06,2023-04-06T12:31:54Z,100000,10,2023-04-06T00:00:00Z,100000,36,0
M0204791,0,4.20000,2022-09-02,2022-09-02T13:00:51Z,1000000,12.25,2050-01-01T00:00:00Z,0,0,0
HLSA00032AB9TU,1,-1.00000,2023-03-10,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,120,0
M0250081TU,1,-1.00000,2022-11-15,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,156,0
M0200530,0,6.00000,2022-08-24,2022-08-29T13:32:42Z,3500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0000A0DCTU,0,-1.00000,2023-01-27,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,240,0
HLSA0000A55C,1,9.00000,2023-01-02,2023-01-03T18:48:50Z,2100000,9.75,2023-01-04T00:00:00Z,2181285,228,0
HLSA0000B2C8,0,-1.00000,2023-01-10,2023-01-10T19:05:17Z,700000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0000A601,0,6.00000,2023-01-03,2023-01-16T22:22:18Z,500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0004093B,0,6.00000,2023-04-12,2023-04-13T13:16:33Z,3000000,10,2023-04-14T00:00:00Z,459974,228,0
HLSA0003EEE6,0,6.00000,2023-04-06,2023-04-10T14:43:56Z,3000000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA00009F60,0,1.00000,2022-12-27,2022-12-30T01:06:36Z,2000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00006AA8,0,2.00000,2022-11-21,2022-11-22T11:35:49Z,4000000,10.75,2050-01-01T00:00:00Z,0,0,0
HLSA0003E150,1,16.00000,2023-04-01,2023-04-01T18:59:18Z,1570000,10,2023-04-03T00:00:00Z,1564854,240,0
HLSA000385AA,0,1.00000,2023-03-16,2023-03-18T01:11:45Z,1200000,12,2050-01-01T00:00:00Z,0,0,0
M0279775,0,1.00000,2023-01-02,2023-01-02T23:38:38Z,2800000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000A3E0,0,3.00000,2023-01-03,2023-01-03T15:46:13Z,5500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000A41F,0,4.10000,2023-01-02,2023-01-02T10:36:05Z,2500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00002E71,0,4.10000,2022-09-15,2022-09-16T04:26:04Z,5500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003DBF5,0,4.50000,2023-03-31,2023-04-01T16:43:20Z,3700000,10.5,2023-04-06T00:00:00Z,3000000,240,0
M0202957TU,1,-1.00000,2022-08-31,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,216,0
M0188716,0,1.00000,2022-08-08,2022-08-09T12:51:27Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003644A,0,1.00000,2023-03-09,2023-03-10T01:15:40Z,2000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00033F42,1,18.00000,2023-03-03,2023-03-03T15:52:56Z,1515000,10,2023-03-04T00:00:00Z,1515541,240,0
HLSA0003455B,0,4.30000,2023-03-04,2023-03-08T19:44:22Z,6000000,9.75,2023-03-10T00:00:00Z,2982000,156,0
HLSA0002793BTU,0,-1.00000,2023-02-28,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,220,0
HLSA0002B2A3,0,13.00000,2023-02-13,2023-02-15T12:30:30Z,1500000,10.5,2023-02-16T00:00:00Z,1400000,276,0
HLSA00008BFF,0,14.00000,2022-12-16,2022-12-16T19:19:42Z,500000,12,2022-12-21T00:00:00Z,500000,120,0
M0186720,0,3.00000,2022-08-10,2022-08-11T04:33:38Z,1500000,10,2050-01-01T00:00:00Z,0,0,0
M0195848,0,2.00000,2022-08-20,2022-08-22T18:46:10Z,1500000,11,2050-01-01T00:00:00Z,0,0,0
M0280892,1,14.00000,2022-12-21,2022-12-21T17:17:04Z,1044833,9.5,2022-12-22T00:00:00Z,1053137,240,0
HLSA0002EF87,0,-1.00000,2023-02-20,2023-02-22T12:49:15Z,700000,13,2050-01-01T00:00:00Z,0,0,0
HLSA0002FA4F,1,15.00000,2023-02-21,2023-02-22T10:51:01Z,200000,10.5,2023-02-23T00:00:00Z,641574,71,0
HLSA00030374,0,3.00000,2023-02-23,2023-02-23T14:01:15Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0002EAD5,0,4.10000,2023-02-20,2023-02-22T01:34:54Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002F9FC,0,1.00000,2023-02-21,2023-02-23T22:09:52Z,1200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002FAA2,0,1.00000,2023-02-23,2023-02-23T19:49:07Z,1500000,12.5,2050-01-01T00:00:00Z,0,0,0
HLSA00035FC0TU,1,-1.00000,2023-03-11,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,144,0
HLSA00035979,0,4.10000,2023-03-07,2023-03-08T23:40:59Z,600000,12,2050-01-01T00:00:00Z,0,0,0
HLSA000339DF,0,5.00000,2023-03-03,2023-03-05T20:38:56Z,4000000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA0000AD64TU,1,-1.00000,2023-01-12,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,72,0
HLSA000432D6,0,-1.00000,2023-04-21,2023-04-24T17:57:29Z,1700000,10,2050-01-01T00:00:00Z,0,0,0
HLSA000417DA,0,2.00000,2023-04-14,2023-04-14T17:28:43Z,5000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000405AB,0,-1.00000,2023-04-11,2023-04-12T10:14:25Z,1800000,11.5,2050-01-01T00:00:00Z,0,0,0
HLSA00001F6D,0,3.00000,2022-09-06,2022-09-07T15:13:46Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0243808,1,10.00000,2022-10-27,2022-10-27T14:41:44Z,1646892,10,2022-10-28T00:00:00Z,1655041,120,0
HLSA000393B1TU,1,-1.00000,2023-03-20,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,132,0
M0189714,0,10.00000,2022-08-09,2022-08-14T01:51:52Z,1000000,10.5,2022-08-16T00:00:00Z,1320000,300,1
PCHL00000275,0,-1.00000,2023-02-02,2050-01-01T00:00:00Z,0,-1,2050-01-01T00:00:00Z,0,0,0
HLSA0000C5F8,0,1.00000,2023-01-17,2023-01-18T20:46:53Z,2600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00012208TU,1,-1.00000,2023-02-06,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA0000C7CC,0,1.00000,2023-01-19,2023-01-20T11:46:36Z,1100000,11,2050-01-01T00:00:00Z,0,0,0
M0304865,0,1.00000,2023-02-08,2023-02-09T00:17:07Z,6000000,10,2050-01-01T00:00:00Z,0,0,0
M0287773TU,1,-1.00000,2023-01-25,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,96,0
HLSA00026EF0,0,5.00000,2023-02-07,2023-02-07T09:54:26Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00026406,0,2.00000,2023-02-06,2023-02-09T10:47:51Z,750000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00026462,0,2.00000,2023-02-06,2023-02-09T13:02:22Z,1400000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003372F,0,4.30000,2023-03-04,2023-03-06T15:52:56Z,1200000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003312ETU,1,-1.00000,2023-03-06,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,204,0
M0179580,0,4.30000,2022-08-05,2022-08-09T03:21:27Z,1200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000B5B0,0,3.00000,2023-01-10,2023-01-10T17:15:19Z,2600000,10.5,2023-01-14T00:00:00Z,2501000,228,1
M0259241,0,3.00000,2022-11-18,2022-11-18T16:58:40Z,9000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0163664TU,1,-1.00000,2022-08-12,2050-01-01T00:00:00Z,0,8.5,2050-01-01T00:00:00Z,0,156,0
HLSA00004714,0,2.00000,2022-10-14,2022-10-14T00:00:00Z,1000000,-1,2050-01-01T00:00:00Z,0,0,0
M0266699,1,13.00000,2022-11-28,2022-11-28T22:29:57Z,800000,9.5,2022-11-29T00:00:00Z,793420,120,0
M0264258,1,13.00000,2022-11-24,2022-11-24T16:11:16Z,1500000,8,2022-11-25T00:00:00Z,826002,149,0
HLSA0004BD34,1,11.00000,2023-05-30,2023-05-30T23:52:08Z,1284995,10,2023-05-31T00:00:00Z,1297093,180,0
HLSA00009A7D,0,-1.00000,2022-12-26,2022-12-27T17:19:02Z,3200000,10,2022-12-28T00:00:00Z,2960000,300,0
M0257965,1,2.00000,2022-11-16,2022-11-16T16:14:58Z,2700000,9,2050-01-01T00:00:00Z,0,0,0
HLSA000454F9,0,1.00000,2023-05-03,2023-05-12T19:04:17Z,2000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0004659B,0,15.00000,2023-05-08,2023-05-09T00:30:41Z,1500000,11,2023-05-09T00:00:00Z,1290000,300,0
M0295014,0,9.00000,2023-01-20,2023-01-23T18:14:09Z,3000000,10.5,2023-02-03T00:00:00Z,3500000,240,0
HLSA00044FF9,0,3.00000,2023-05-04,2023-05-05T12:50:04Z,2000000,13,2050-01-01T00:00:00Z,0,0,0
PCHL000001F2,0,-1.00000,2022-12-03,2050-01-01T00:00:00Z,0,-1,2050-01-01T00:00:00Z,0,0,0
HLSA00005CC7,0,-1.00000,2022-11-12,2022-11-12T17:19:44Z,900000,13.75,2050-01-01T00:00:00Z,0,0,0
HLSA0000CEA4,0,3.00000,2023-01-19,2023-01-24T19:32:17Z,2600000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00012765TU,1,-1.00000,2023-01-25,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,110,0
HLSA00045390,0,1.00000,2023-05-02,2023-05-03T21:31:25Z,2500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00030D83,0,-1.00000,2023-02-28,2023-03-14T19:41:27Z,600000,12,2050-01-01T00:00:00Z,0,0,0
M0221859,0,4.30000,2022-09-23,2022-09-23T15:42:40Z,3000000,10,2050-01-01T00:00:00Z,0,0,0
M0236876,1,11.00000,2022-10-14,2022-10-14T21:36:15Z,2250000,10.5,2022-10-16T00:00:00Z,1951552,139,0
HLSA00026A3E,0,1.00000,2023-02-06,2023-02-11T14:47:46Z,2600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000FAD7,1,9.00000,2023-01-23,2023-01-23T12:14:33Z,800000,10,2023-01-23T00:00:00Z,405480,36,0
HLSA00009791TU,1,-1.00000,2022-12-26,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,108,0
M0253727TU,1,-1.00000,2022-11-16,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,180,0
HLSA00033D26,0,-1.00000,2023-03-03,2023-03-05T00:52:41Z,1800000,11,2023-03-08T00:00:00Z,1325000,300,0
HLSA0000B0F2,0,4.10000,2023-01-07,2023-01-09T11:02:04Z,2100000,11,2023-01-12T00:00:00Z,2100000,162,0
HLSA0002694F,0,4.30000,2023-02-06,2023-02-08T22:37:55Z,1500000,12,2023-02-09T00:00:00Z,1450000,176,0
HLSA000056B4,0,4.50000,2022-11-04,2022-11-11T16:20:00Z,2100000,11.25,2022-11-15T00:00:00Z,2100000,297,0
HLSA00009528,0,5.00000,2022-12-22,2022-12-23T03:08:23Z,4500000,10.5,2023-01-03T00:00:00Z,4000000,240,1
HLSA000074BF,0,17.00000,2022-12-01,2022-12-01T16:16:25Z,3000000,10.5,2022-12-05T00:00:00Z,3000000,300,0
M0292602,0,11.00000,2023-01-17,2023-01-18T15:21:59Z,9000000,10.5,2023-01-30T00:00:00Z,6640000,132,0
HLSA0000E1E5,0,5.00000,2023-01-20,2023-01-22T02:04:35Z,1400000,10.5,2023-01-27T00:00:00Z,900000,168,0
M0228628,0,4.30000,2022-10-04,2022-10-26T11:41:03Z,2000000,10.5,2022-10-29T00:00:00Z,1680000,240,1
M0222701,0,5.00000,2022-09-26,2022-09-27T22:08:54Z,4000000,10,2022-10-03T00:00:00Z,1480000,240,0
HLSA00046ACE,0,6.00000,2023-05-10,2023-05-11T23:33:14Z,2200000,11,2023-05-18T00:00:00Z,2200000,240,0
M0239293,0,11.00000,2022-10-26,2022-11-17T12:09:17Z,2500000,10,2022-11-19T00:00:00Z,2500001,280,0
HLSA0001538A,0,4.30000,2023-01-25,2023-01-26T00:21:57Z,1000000,11.5,2023-01-30T00:00:00Z,600000,240,0
HLSA00047704,0,4.30000,2023-05-12,2023-05-13T13:06:31Z,500000,11,2023-05-18T00:00:00Z,181000,26,0
HLSA0003DDCA,0,9.00000,2023-04-01,2023-04-01T16:13:42Z,3000000,10.5,2023-04-15T00:00:00Z,2800000,240,0
HLSA00042A03,0,10.00000,2023-04-24,2023-04-24T16:58:43Z,3600000,10,2023-04-25T00:00:00Z,3080000,300,0
M0270792,0,4.20000,2022-12-07,2022-12-08T02:13:46Z,3000000,10.5,2022-12-10T00:00:00Z,2220000,240,0
HLSA0000C2BB,0,4.20000,2023-01-19,2023-01-26T00:54:07Z,1300000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003D7BATU,1,-1.00000,2023-03-31,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,120,0
HLSA00016C85,1,15.00000,2023-01-26,2023-01-27T12:44:24Z,754000,9.75,2023-01-28T00:00:00Z,767216,115,0
HLSA00007C42,0,6.00000,2022-12-20,2022-12-26T10:19:47Z,500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0002AA10,0,5.00000,2023-02-12,2023-02-13T12:56:24Z,2600000,10.5,2023-02-16T00:00:00Z,768000,168,0
HLSA0000BC1DTU,1,-1.00000,2023-01-14,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,180,0
HLSA00030E8E,0,1.00000,2023-02-24,2023-02-25T11:26:32Z,5000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA000073F0,0,-1.00000,2022-12-01,2022-12-02T04:00:56Z,7500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00035E81,0,1.00000,2023-03-08,2023-03-09T02:51:03Z,5000000,9.99,2023-03-30T00:00:00Z,4500000,240,1
HLSA00043EAE,1,15.00000,2023-04-25,2023-04-25T19:14:43Z,848295,10,2023-04-26T00:00:00Z,839399,124,0
HLSA00045375,0,2.00000,2023-05-03,2023-05-03T12:51:04Z,800000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000C1A6,0,4.10000,2023-01-18,2023-01-20T01:32:06Z,3000000,9.99,2050-01-01T00:00:00Z,0,0,0
M0183253,0,2.00000,2022-08-03,2022-08-09T19:45:25Z,2500000,10,2050-01-01T00:00:00Z,0,0,0
M0192972,0,4.10000,2022-08-16,2022-08-18T15:16:18Z,7500000,10,2050-01-01T00:00:00Z,0,0,0
M0178427TU,1,-1.00000,2022-08-01,2050-01-01T00:00:00Z,0,8.7,2050-01-01T00:00:00Z,0,173,0
M0206205,0,4.30000,2022-09-06,2022-09-06T18:04:42Z,6000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0268805,1,11.00000,2022-12-02,2022-12-02T12:56:12Z,600000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003A33B,0,1.00000,2023-03-21,2023-03-23T11:34:36Z,2000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00037B19,0,4.10000,2023-03-14,2023-03-14T22:25:51Z,2500000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00044157TU,1,-1.00000,2023-04-29,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,144,0
HLSA00048F59,0,4.10000,2023-05-19,2023-05-20T15:11:54Z,1200000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00027D9F,0,4.30000,2023-02-08,2023-02-09T19:09:03Z,4200000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00035442,0,10.00000,2023-03-08,2023-03-08T23:33:42Z,4800000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0002DC34,0,3.00000,2023-02-17,2023-02-23T15:12:16Z,1500000,10,2050-01-01T00:00:00Z,0,0,0
M0183667,0,-1.00000,2022-08-04,2022-08-06T20:25:27Z,1400000,12,2022-08-11T00:00:00Z,1100000,240,0
HLSA0000B126TU,1,-1.00000,2023-01-12,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,240,0
HLSA00004A2DTU,1,-1.00000,2022-11-02,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,84,0
HLSA0000C83A,0,6.00000,2023-01-18,2023-01-22T01:20:13Z,2000000,9.75,2023-01-28T00:00:00Z,1190000,96,1
HLSA0000B109,0,17.00000,2023-01-07,2023-01-19T16:17:37Z,1500000,11,2023-01-21T00:00:00Z,1128838,184,0
HLSA00042A6E,0,-1.00000,2023-04-19,2023-04-19T20:02:31Z,1000000,13.5,2050-01-01T00:00:00Z,0,0,0
HLSA00045806,1,16.00000,2023-05-04,2023-05-04T15:37:43Z,924251,10,2023-05-05T00:00:00Z,935443,120,0
HLSA00038517,1,17.00000,2023-03-15,2023-03-15T13:01:27Z,2598339,10,2023-03-15T00:00:00Z,2586611,240,0
HLSA0003376C,0,2.00000,2023-03-03,2023-03-07T20:02:28Z,3000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0196437,0,4.30000,2022-08-22,2022-08-25T17:30:56Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000A897TU,0,-1.00000,2023-01-25,2050-01-01T00:00:00Z,0,11,2050-01-01T00:00:00Z,0,300,0
HLSA00009DB9TU,1,-1.00000,2022-12-29,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,120,0
HLSA0000758BTU,1,-1.00000,2022-12-29,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,168,0
HLSA0000B943,1,13.00000,2023-01-12,2023-01-13T11:39:08Z,858923,10,2023-01-14T00:00:00Z,763930,220,0
M0196821TU,1,-1.00000,2022-08-27,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,72,0
HLSA00015829,0,4.20000,2023-01-26,2023-01-28T22:43:38Z,1400000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00008585,0,8.00000,2022-12-14,2022-12-16T18:19:53Z,2000000,10.5,2022-12-21T00:00:00Z,1650000,140,0
HLSA00003F0C,1,16.00000,2022-10-07,2022-10-07T16:26:49Z,10000,10.5,2022-10-07T00:00:00Z,1787122,166,0
HLSA00017774TU,1,-1.00000,2023-01-30,2050-01-01T00:00:00Z,0,9.9,2050-01-01T00:00:00Z,0,60,0
HLSA0000CD68,0,4.10000,2023-01-19,2023-01-20T00:38:59Z,1800000,11,2023-01-23T00:00:00Z,1500000,180,0
HLSA00038C27TU,1,-1.00000,2023-03-18,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA0002BC0E,0,17.00000,2023-02-14,2023-02-15T04:03:24Z,3000000,11,2023-02-16T00:00:00Z,3000000,265,0
HLSA0000545C,0,4.10000,2022-11-02,2022-11-04T11:54:54Z,2400000,10.5,2022-11-07T00:00:00Z,1960000,193,0
HLSA0003B6A0,0,11.00000,2023-03-23,2023-03-24T21:44:19Z,2600000,10.5,2023-03-30T00:00:00Z,2350000,200,0
HLSA00009982TU,1,-1.00000,2022-12-31,2050-01-01T00:00:00Z,0,9.9,2050-01-01T00:00:00Z,0,156,0
HLSA0000970F,1,-1.00000,2022-12-22,2022-12-22T23:16:24Z,1359000,9.75,2022-12-23T00:00:00Z,1329915,108,0
M0184137,0,4.40000,2022-08-04,2022-08-14T10:23:23Z,1800000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000660A,0,2.00000,2022-11-17,2022-11-18T10:11:13Z,2000000,12.25,2050-01-01T00:00:00Z,0,0,0
HLSA00011F87,0,6.00000,2023-01-24,2023-01-25T13:04:36Z,4000000,10,2023-01-30T00:00:00Z,2240000,240,0
HLSA000485D4,1,8.00000,2023-05-17,2023-05-17T15:09:37Z,980820,10,2023-05-18T00:00:00Z,984683,120,0
HLSA0002C0FB,1,17.00000,2023-02-15,2023-02-15T14:26:04Z,1000000,10,2023-02-15T00:00:00Z,695059,178,0
HLSA0000807E,0,2.00000,2022-12-11,2022-12-14T13:48:39Z,800000,13,2022-12-15T00:00:00Z,515000,215,0
M0255183,1,10.00000,2022-11-12,2022-11-12T14:31:24Z,1169976,10,2022-11-14T00:00:00Z,778901,41,0
M0275483,0,11.00000,2022-12-13,2022-12-14T12:26:15Z,1800000,10.5,2022-12-16T00:00:00Z,1800000,240,0
M0249803,0,4.30000,2022-11-04,2022-11-04T16:55:04Z,1800000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00044BE4,0,3.00000,2023-04-29,2023-04-29T19:32:36Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,1
M0215596,0,1.00000,2022-09-16,2022-09-18T19:34:16Z,13000000,11.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002B5BA,0,3.00000,2023-02-14,2023-02-17T22:23:38Z,1500000,13,2050-01-01T00:00:00Z,0,0,0
HLSA00009AEE,0,4.40000,2022-12-24,2022-12-26T10:35:56Z,2800000,10,2022-12-30T00:00:00Z,2505000,240,0
M0197216,0,7.00000,2022-08-20,2022-08-23T13:27:32Z,1800000,12,2022-08-27T00:00:00Z,1300000,180,0
HLSA0003158CTU,1,-1.00000,2023-02-26,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,180,0
M0222143,1,7.00000,2022-09-23,2022-09-23T17:08:01Z,850000,10,2022-09-26T00:00:00Z,858500,180,0
M0237487,1,11.00000,2022-10-15,2022-10-15T14:34:31Z,1700000,9.45,2022-10-16T00:00:00Z,1474326,140,0
M0205746,0,4.30000,2022-09-03,2022-09-06T13:34:15Z,1500000,10,2022-09-13T00:00:00Z,1054000,144,0
M0278821,1,6.00000,2022-12-17,2022-12-17T18:22:26Z,1345471,9.5,2022-12-20T00:00:00Z,1448844,240,0
HLSA0000F34F,1,2.00000,2023-01-21,2023-01-21T21:25:09Z,1000000,10,2023-01-23T00:00:00Z,989709,240,0
M0276966,1,-1.00000,2022-12-15,2022-12-15T21:42:00Z,2055000,10,2022-12-16T00:00:00Z,2067841,240,0
HLSA00005472,0,10.00000,2022-11-02,2022-11-03T14:40:02Z,1400000,12,2050-01-01T00:00:00Z,0,0,0
M0249680,0,4.50000,2022-11-04,2022-11-04T19:48:45Z,850000,13,2050-01-01T00:00:00Z,0,0,0
M0239115,1,13.00000,2022-10-18,2022-10-18T12:54:22Z,4500000,9,2022-10-19T00:00:00Z,4495916,120,0
HLSA00038796,0,1.00000,2023-03-15,2023-03-16T03:11:57Z,3200000,10.5,2050-01-01T00:00:00Z,0,0,0
M0201896,0,2.00000,2022-08-26,2022-08-29T15:09:44Z,2000000,11,2022-08-30T00:00:00Z,1990000,240,0
HLSA00046C68,0,11.00000,2023-05-15,2023-05-19T17:14:29Z,900000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000807C,0,4.30000,2022-12-11,2022-12-12T15:15:47Z,2000000,10.5,2022-12-14T00:00:00Z,620000,280,0
HLSA0002B6B8,1,11.00000,2023-02-14,2023-02-14T12:40:05Z,1196215,10,2023-02-14T00:00:00Z,1196215,96,0
HLSA000467D0,0,9.00000,2023-05-15,2023-05-16T16:03:54Z,1800000,10.5,2023-05-17T00:00:00Z,915000,300,0
HLSA00002D95,0,1.00000,2022-09-14,2022-11-05T18:06:51Z,2200000,11.5,2050-01-01T00:00:00Z,0,0,1
HLSA0004859F,0,10.00000,2023-05-18,2023-05-24T11:32:32Z,7490000,10,2050-01-01T00:00:00Z,0,0,0
M0220869TU,1,-1.00000,2022-09-28,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,168,0
M0229634,0,2.00000,2022-10-07,2022-10-07T22:50:22Z,1500000,11,2050-01-01T00:00:00Z,0,0,0
M0224278,1,10.00000,2022-09-26,2022-09-26T17:14:46Z,4159513,9.5,2022-09-26T00:00:00Z,4103431,240,0
HLSA00042EFC,0,2.00000,2023-04-20,2023-04-21T01:00:48Z,2000000,10,2023-04-29T00:00:00Z,1400000,240,1
HLSA00039BEB,0,12.00000,2023-03-18,2023-03-18T19:26:01Z,5500000,9.75,2023-03-21T00:00:00Z,4750000,300,0
HLSA000064A4,1,8.00000,2022-11-15,2022-11-15T19:43:53Z,1500000,11,2022-11-17T00:00:00Z,1031709,240,0
HLSA0000C331,0,4.30000,2023-01-18,2023-01-19T08:52:04Z,2700000,11.5,2023-01-25T00:00:00Z,2583600,240,0
HLSA0000AD65,1,15.00000,2023-01-05,2023-01-05T15:11:44Z,1200000,10.5,2023-01-06T00:00:00Z,1082950,151,0
M0252660,0,4.30000,2022-11-09,2022-11-09T15:53:12Z,2600000,9,2050-01-01T00:00:00Z,0,0,0
HLSA0000CD7B,0,4.30000,2023-01-20,2023-01-27T08:55:04Z,1200000,11,2023-02-02T00:00:00Z,1010000,240,0
HLSA00042875,0,4.30000,2023-04-19,2023-04-21T00:40:46Z,3200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000BB93TU,1,-1.00000,2023-01-20,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,36,0
M0267600,1,5.00000,2022-11-30,2022-11-30T23:19:27Z,864681,9.5,2022-12-06T00:00:00Z,661873,101,0
HLSA0003BD8F,1,6.00000,2023-03-24,2023-03-25T13:48:48Z,1600000,11,2050-01-01T00:00:00Z,0,0,0
HLSA000091A2,0,-1.00000,2022-12-20,2022-12-23T00:54:53Z,700000,11.25,2022-12-24T00:00:00Z,410000,82,0
